"GeneID"	"control_1"	"control_2"	"control_3"	"control_4"	"control_5"	"control_6"	"treatment_1"	"treatment_2"	"treatment_3"	"treatment_4"	"treatment_5"	"treatment_6"
"Zm00001eb117100"	17.2	16.44	28.78	28.14	14.38	14.83	20.32	20.19	90.75	92.18	52.86	54.96
"Zm00001eb117140"	163.24	163.06	330.12	328.78	137.64	132.61	167.75	179.9	320.95	340.3	217.48	216.62
"Zm00001eb117180"	4.63	2.9	3.81	5.5	49.31	62.95	53.31	52.91	29.75	29.56	82.75	72.43
"Zm00001eb117510"	39.36	49.5	21.58	29.48	83.01	68.81	66.67	70.28	32.56	44.6	49.37	65.2
"Zm00001eb117590"	43.57	39.63	59.49	63.96	66.74	70.4	79.6	78.94	93.23	105.52	100.41	103.83
"Zm00001eb117670"	8.52	8.92	760.21	756.48	25.63	24.66	16.28	20.02	245.84	245.68	27.51	29.31
"Zm00001eb117930"	107.33	107.53	14.2	17.11	40.5	49.75	75.76	77.08	20.32	19.29	40.31	42.63
"Zm00001eb117970"	36.84	33.97	29.89	29.99	24.56	28.39	29	28.9	25.45	23.67	8.27	7.08
"Zm00001eb118100"	70.81	68.43	25.31	22.44	42.49	48.43	47.35	41.69	22.5	23.89	40.01	41.06
"Zm00001eb118900"	10.79	8.9	24.98	27.62	32.19	32.17	11.37	10.62	33.86	32.36	27.89	23.82
"Zm00001eb118920"	33.37	35.89	27.08	27.51	24.32	26.01	31.74	28.96	29.43	21.91	24.99	19.49
"Zm00001eb119100"	18.92	19.35	234.79	228.94	55.86	60.82	54.08	56.05	357.38	346.44	402.73	411.98
"Zm00001eb119130"	1.93	3.28	105.94	111.46	68.73	73.85	9.11	4.17	387.61	389.46	297.41	314.51
"Zm00001eb119150"	25.39	24.38	14.38	17.44	28.31	31.16	43.01	42.9	24.48	22.58	42.53	38.99
"Zm00001eb119400"	18.48	21.52	18.63	18.2	18.36	16.53	15.33	16.88	5.82	5.97	8.23	9.64
"Zm00001eb119410"	11.01	9.63	16.93	14.98	13.91	12.78	11.69	10.09	88.6	90.58	26.15	22.06
"Zm00001eb119450"	135.52	127.04	13.89	15.85	110.71	116.03	104.29	105.24	14.29	17.37	21.46	21.1
"Zm00001eb119660"	2.98	1.68	28.48	30.98	7.31	6.39	7.25	5.29	306.65	303.61	55.64	56.54
"Zm00001eb119770"	23.04	21.75	9.21	4.79	16.66	15.99	24.23	23.54	9.68	10.9	12.96	13.75
"Zm00001eb119780"	8.985	8.205	22.055	26.405	11.32	14.79	8.165	7.61	17.33	15.555	8.76	6.565
"Zm00001eb119790"	113.55	98.75	112.95	123.08	90.38	105.88	124.95	127.98	110.27	114.55	149.37	146.65
"Zm00001eb119930"	29.505	31.86	8.575	13.86	24.915	31.175	29.635	33.99	14.1	13.65	21.455	26.025
"Zm00001eb120100"	69.95	67.89	23.29	33.97	86.1	74.15	56.64	61.1	17.18	13.69	48.17	50.43
"Zm00001eb120200"	20.46	18.59	952.77	942.02	110.53	87.45	23.68	21.01	1096.69	1068.56	158.89	161.76
"Zm00001eb120320"	19.79	16.6	11.44	14.28	25.87	30.72	14.82	19.73	38.26	43.97	39.59	40.13
"Zm00001eb120390"	20.76	20.68	16.14	13.65	18.8	19.14	29.39	31.38	19.27	18.26	21.32	21.8
"Zm00001eb120780"	31.35	40.61	31.01	31.81	19.16	14.02	33.79	34.7	18.51	17.99	13.15	11.42
"Zm00001eb121310"	4.36	4.57	25.51	30.21	9.69	7.32	10.74	11.03	76.82	73.61	37.61	42.69
"Zm00001eb121370"	39.7	37.83	45.86	42.36	53.75	57.32	29.31	29.58	72.69	77.11	22.8	22.25
"Zm00001eb121420"	9.625	9.18	52.92	48.22	6.28	9.87	15.765	17.445	61.26	59.245	16.21	17.05
"Zm00001eb121590"	7.03	6.97	31.06	31.57	9.71	7.04	21.39	19.31	65.62	70.28	54.89	51.66
"Zm00001eb121650"	20.09	23.09	22.27	20.84	85.6	67.33	24.72	24.43	24.87	26.83	50.73	50.55
"Zm00001eb121760"	55.46	44.61	25.68	27.39	36.66	39.88	49.36	50.11	37.43	36.01	31.41	37.7
"Zm00001eb121780"	7.9	8.19	121.8	114.49	32.78	26.95	9.87	7.01	17.95	18.38	10.2	11.83
"Zm00001eb121900"	35.07	34.37	13.84	19.15	61.73	56.25	199.92	201.19	59.26	58.87	477.58	469.49
"Zm00001eb121990"	3.57	2.77	44.28	39.88	8.16	6.46	2.83	3.92	435.58	440.28	44.57	51.1
"Zm00001eb122240"	10.32	11.67	51.75	47.21	6.02	4.5	5.86	6.07	102.5	98.44	3.68	3.1
"Zm00001eb122280"	45.83	42.93	77.75	80.94	31.16	28.69	66.41	71.41	104.85	104.67	86.14	83.03
"Zm00001eb122410"	48.96	46.54	177.35	183.72	61.15	49.68	84.07	77.58	117.39	112.01	104.95	106.49
"Zm00001eb122740"	36.24	39.26	28.5	26.18	16.32	15.41	26.08	27.64	68.98	69.02	33.57	30.59
"Zm00001eb123000"	3.02	6.96	1102.51	1108.69	22.06	19.42	7.37	6.6	630.36	633.56	45.9	41.45
"Zm00001eb123360"	6.77	5.08	62.54	61.19	19.73	17.93	6.1	7.14	102.15	108.09	37.25	34.24
"Zm00001eb123690"	93.21	82.99	57.33	65.79	99.3	85.78	100.06	95.03	86.19	82.55	78.33	73.62
"Zm00001eb123710"	11.81	11.55	9.31	9.98	6.98	7.42	15.48	15.48	16.24	21.74	13.77	13.27
"Zm00001eb124070"	372.18	356.98	39.23	36.55	82.15	91.73	109.95	123.01	54.41	49.86	44.38	57.32
"Zm00001eb124380"	303.43	323.69	56.58	50.03	270.87	242.11	274.14	283.61	368.79	410.33	343.65	364.12
"Zm00001eb124410"	185.05	166.82	105.46	96.47	314.32	361.27	204.12	198.14	115.42	110.97	226.55	222.43
"Zm00001eb124450"	12.3	11.47	16.98	14.11	17.54	16.34	13	15.74	27.52	26.31	21.35	17.34
"Zm00001eb124680"	9.48	9.63	66.52	63.78	6.72	8.21	12.84	12.79	30.11	26.3	6.55	9.31
"Zm00001eb124750"	111.49	112.8	38.4	29.96	78.67	59.23	76.23	82.7	27.72	29.57	37.36	43.99
"Zm00001eb124790"	3.07	6.69	12.72	12.87	11.96	7.53	10.01	6.37	4.26	4.68	25.24	19.3
"Zm00001eb124810"	45.65	45.68	49.09	47.17	65.84	62.4	43.53	43.94	100.15	105.48	86.18	81.83
"Zm00001eb124940"	16.52	19.03	10.78	9.5	17.71	14.12	148.05	143.41	20.48	19.48	198.75	208.98
"Zm00001eb125010"	0.56	0.75	181.23	184.35	14.41	13.1	0.38	1.54	148.98	146.17	12.22	11.61
"Zm00001eb125130"	35.92	34.14	17.86	23.1	27.45	36.24	38.38	39.4	20.36	25.56	29.26	28.05
"Zm00001eb125340"	16.1	20.02	50.74	54.05	19.44	19.03	11.23	9.42	64.89	63.84	21.76	25.78
"Zm00001eb125390"	14.76	15.18	4.44	4.34	17.56	11.88	17.49	14.57	6.49	6.12	19.18	14.61
"Zm00001eb126340"	19.56	18.82	8.29	8.72	18.47	20.01	25.84	20.45	31.85	28.69	33.48	39.63
"Zm00001eb126700"	95.05	100.54	84.24	87.52	75.88	68.37	108.49	108.87	101.66	97.95	74.01	68.87
"Zm00001eb126790"	25.29	24.99	20.94	21.46	47.8	48.65	27.5	22.6	41.35	41.11	31.82	39.47
"Zm00001eb126900"	138.19	152.69	335.78	338.73	265.56	249.06	213.13	202.38	1198.48	1175.82	436.08	429.6
"Zm00001eb126920"	37.65	36.93	42.36	43.74	44.01	43.46	35.96	42.04	29.49	29.18	23.97	23.98
"Zm00001eb126930"	35.39	34	30	24.6	33.7	31.59	50.45	54.13	21.97	25.27	32	29.67
"Zm00001eb126980"	0.7	1	50.17	50.8	17.06	15.92	3.06	2.4	57.55	58.86	19.67	18.35
"Zm00001eb127020"	40.07	43.06	12.94	13.55	22.59	22.04	30.52	26.04	7.85	7.89	8.85	6.96
"Zm00001eb127080"	10.86	7.17	51.95	46.1	123.87	112.3	6.75	5.06	21.36	23.78	39.42	42.91
"Zm00001eb127110"	10.07	9.59	222.66	192.69	9.74	13.02	8.53	9.7	306.95	302.88	22.65	20.64
"Zm00001eb127490"	72.6	73.47	168.02	169.66	44.47	58.67	54.87	59.1	43.51	40.04	32.94	35.64
"Zm00001eb127670"	91.64	92.59	63.21	71.33	98.59	105.14	101.39	104.89	117.01	116.61	141.43	142.05
"Zm00001eb127680"	23.98	21.57	14.6	13.41	37.26	43.59	23.65	23.25	33.02	36.79	41.54	38.72
"Zm00001eb127720"	17.13	18.54	18.02	19.86	17.16	22.37	14.18	16.01	30	27.89	21.17	22.39
"Zm00001eb127760"	65.62	76.51	24.05	21.83	47.92	36.58	47.47	41.06	86.11	93.7	54.16	53.19
"Zm00001eb127770"	58.23	63.36	62.11	59.52	179.53	127.23	192.54	201.03	182.72	168.37	527.78	534.92
"Zm00001eb128020"	26.73	30.2	40.62	38.73	20.62	22.94	28.05	35.54	32.71	33.47	31.38	35.39
"Zm00001eb128040"	82.88	81.66	45.62	45.01	81.14	85.05	95.87	93.16	72.31	72.98	54.81	59.44
"Zm00001eb128130"	77.39	77.57	49.09	52.52	60.3	64.16	54.34	54.52	72.52	76.96	54.18	56.56
"Zm00001eb128200"	52.21	49.38	32.43	29.73	49.35	49.11	50.23	49.37	52.71	57.39	43.43	44.75
"Zm00001eb128290"	53.13	58.35	46.96	41.28	81	94.02	78	86.36	35.25	38.35	98.11	98.2
"Zm00001eb128680"	19.5	21.07	28.42	21.41	8.46	9.42	13.1	12.24	18.95	15.86	5.23	6.2
"Zm00001eb128730"	40.25	40.88	175.45	186.68	127.79	141.74	59.78	58.93	269.66	275.11	51.82	54.74
"Zm00001eb128810"	36.4	41.92	40.65	33.02	42.91	55.46	54.39	52.53	49.43	53.11	26.29	31.69
"Zm00001eb128890"	24	22.38	82.03	77.6	27.66	30.3	12.49	13.07	73.99	71.3	17.16	13.14
"Zm00001eb128990"	28.43	27.58	24.09	22.73	27.02	35.24	30.7	28.09	26.12	26.47	29	30.17
"Zm00001eb129100"	21.09	24.34	74.63	65.21	15.14	15.56	14.06	14.35	26.55	24.41	43.88	43.07
"Zm00001eb129380"	89.99	98.9	48.84	47.36	82.73	94.02	87.65	88.2	32.53	30.97	44.37	47.94
"Zm00001eb129770"	126.05	113.67	165.63	154.03	101.35	109.2	180.19	184.57	96.47	106.1	221.82	242.26
"Zm00001eb130220"	123.52	119.96	157.01	137.15	101.18	92.31	115.34	129.81	108.96	90.41	39	46.87
"Zm00001eb130620"	22.12	20.4	34.23	35.19	38.42	33.16	36.78	39.06	53.42	50.09	31.12	32.65
"Zm00001eb130640"	14.9	14.32	17.54	17.14	16.37	13.53	16.27	16.77	247.52	245.98	100.71	96.39
"Zm00001eb130650"	18.14	20.07	20.94	18.1	18.93	21.58	67.91	63.65	48.79	49.32	85.95	84.55
"Zm00001eb130730"	10.92	11.21	14.15	13.17	52.84	40.18	6.13	5.66	7.41	6.91	9.14	9.23
"Zm00001eb130760"	10.15	14.11	86.16	87.42	15.64	25.88	16.62	17.72	50.35	56.36	19.26	20.29
"Zm00001eb131360"	37.57	34.25	77.5	77.25	85.96	104.05	50.37	46.97	105.08	103.26	74.75	74.64
"Zm00001eb131470"	19.02	19.36	39.01	41.33	27.88	33.75	17.76	21.17	40.59	40.96	33.97	35.19
"Zm00001eb131600"	10.15	6.27	35.77	39.52	7.45	8.62	13.53	12.52	19.41	17.63	8.41	8.01
"Zm00001eb131630"	3.49	2.3	15.57	19.67	10.99	7.46	4.9	4.9	40.92	38.45	27.51	35.44
"Zm00001eb131690"	4.76	4.03	43.32	42.38	14.82	18.41	5.43	4.44	39.54	38.22	17.9	18.73
"Zm00001eb131870"	2.84	1.73	25.27	30.71	52.65	50.76	3.68	2.21	9.25	10.18	63.23	63.31
"Zm00001eb132380"	29.22	36.04	21.4	18.87	42.29	41.73	55.85	51.99	39.19	35.43	44.83	37.18
"Zm00001eb132680"	15.06	14.05	3.86	3.12	11.65	12.3	12.03	14.06	3.23	2.86	7.92	9.37
"Zm00001eb133140"	83.91	84.35	40.48	44.05	55.62	64.72	94.97	101.33	73.64	72.23	69.93	78.09
"Zm00001eb133920"	9.44	8.32	83.05	83.85	13.03	15.99	6.55	6.46	36.68	40.59	10.36	9.78
"Zm00001eb134200"	5.7	5.73	48.95	44.21	5.35	5.69	7.8	6.94	62.04	61.31	11.81	11.84
"Zm00001eb134330"	24.82	26.07	35.77	37.68	40.31	51.77	33.67	34.52	75.97	71.03	61.36	66.89
"Zm00001eb134600"	135.38	135.61	57.4	62.18	61.02	54.33	107.96	107.47	93.61	92.34	62.99	58.41
"Zm00001eb134780"	79.9	89.52	55.99	64.86	60.5	63.9	106.49	95.05	67.98	69.25	49.44	63.83
"Zm00001eb134970"	4.65	4.16	34.94	34.41	11.09	9.69	3.69	4.34	64.41	61.38	27.5	25.08
"Zm00001eb135190"	0.36	0.73	93.08	98.37	13.01	10.28	0.75	1.21	72.68	76.61	18.37	13.79
"Zm00001eb135520"	28.28	28.49	30.27	28.34	52.51	48.92	28.31	28.76	24.63	23.96	28.4	31.38
"Zm00001eb135810"	66.17	59.21	20	21.9	53.46	59.78	50.44	51.13	41.79	39.05	50.51	51.12
"Zm00001eb136490"	1217.37	1174.66	539.56	536.87	1326.74	1336.21	1855.66	1832.9	637.29	625.87	1423.44	1410.18
"Zm00001eb136620"	186.38	186.38	86.87	90.39	133.59	144.07	162.97	161.58	81.23	92.82	50.43	46.13
"Zm00001eb136630"	60.92	62.59	47.71	39.24	76.29	88.8	68.02	66.22	76.37	71.06	72.05	68.56
"Zm00001eb136750"	24.91	22.78	75.01	66.41	333.53	269.37	51.89	53.04	191.39	191.11	40.11	43.47
"Zm00001eb136880"	53.99	54.97	35.83	36.47	91.64	100.42	41.35	43.66	38.33	42.99	35.86	36.58
"Zm00001eb136960"	18.44	20.16	14.51	19.58	16.74	19.92	24.26	24.42	14.25	13.88	23.25	23.31
"Zm00001eb136970"	12.81	11.56	4.51	5.34	16.57	24.43	11.49	14.75	11.82	9.22	13.23	13.03
"Zm00001eb136980"	58.99	65.26	7.86	9.86	63.02	52.48	44.96	45.68	29.63	25.03	36.31	28.54
"Zm00001eb137200"	22	20.53	28.59	23.96	27.84	27.01	25.95	25.11	25.14	26.14	25.66	23.31
"Zm00001eb137580"	33.46	39.72	7.65	5.03	43.59	35.9	34.79	30.4	6.8	4.52	11.36	14.19
"Zm00001eb137820"	22.6	23.52	17.87	21.53	22.56	25.26	23.34	22.38	27.75	25.42	32.79	32.17
"Zm00001eb137900"	83.31	76.69	19.93	18.77	42.17	49.23	75.89	77.71	44.66	43.15	27.95	23.6
"Zm00001eb138100"	5.81	7.33	32.97	34.74	38.12	32.21	6.03	6.26	20.39	20.8	19.23	20.53
"Zm00001eb138230"	578.08	578.7	310.28	315.1	395.82	464.51	512.67	501.74	327.5	318.78	168.21	193.68
"Zm00001eb138650"	7.47	13.57	2341.72	2256.31	35.57	34.54	26.01	26.14	733.94	696.47	45.88	53.95
"Zm00001eb138680"	7.35	9.12	335.04	305.8	9.57	11.8	25.24	29	154.46	162.56	23.47	21.14
"Zm00001eb139140"	67.96	73.18	50.8	62.43	106.04	107.51	64.5	62.68	131.25	135.2	65.34	74.45
"Zm00001eb139450"	35.78	43.4	24.22	27.97	54.41	51.1	50.39	51.99	43.35	39.78	28.64	27.1
"Zm00001eb140070"	60.02	58.35	20.34	22.09	37.4	36.36	52.64	59.68	27.98	29.06	40.23	45.7
"Zm00001eb140160"	10.54	12.2	38.94	28.99	14.55	15.76	17.64	18.3	44.96	48.47	36.62	36.59
"Zm00001eb140180"	11.1	10.36	9.24	9.73	13.42	9.48	8.67	10.45	12.24	12.88	5.55	5.7
"Zm00001eb140360"	51.89	65.62	80.58	83.92	108.45	101.99	70.14	76.53	100.63	92.26	106.33	113.06
"Zm00001eb140370"	2.38	2.24	58.14	54.13	9.24	10.7	6.72	6.04	19.87	19	9.85	10.39
"Zm00001eb140400"	43.11	49.47	196.95	197.61	18.01	21	61.65	64.71	272.13	258.64	32.53	27.47
"Zm00001eb140450"	98.54	103.5	26.44	23.96	58.1	59.72	109.67	110.38	24.52	25.82	66.24	63.1
"Zm00001eb140530"	13.24	11.04	917.64	889.43	30.94	27.69	14.54	12.72	195.3	191.56	9.77	9.5
"Zm00001eb140720"	17.2066666666667	16.8533333333333	54.8066666666667	55.8633333333333	29.5133333333333	28.9133333333333	37.0633333333333	35.52	53.15	52.95	26.8333333333333	27.07
"Zm00001eb141060"	104.15	118.01	37.23	29.73	69.63	55.91	64.18	71.9	21.57	17.8	19.43	20.98
"Zm00001eb141120"	49.19	62.43	61.57	58.37	80.9	53.54	56.76	51.66	83.06	85.1	16.82	22.49
"Zm00001eb141130"	34.19	31.03	44.77	44.43	51.02	43.36	30.4	31.93	29.67	29.05	25.33	24.55
"Zm00001eb141220"	34.72	32.72	52.39	49.09	29.83	25.8	46.16	48.76	46.86	47.08	59.91	62.3
"Zm00001eb141870"	1.41	1.85	187.89	191.78	28.09	18.94	2.95	1.09	89.6	77.11	10.8	17.95
"Zm00001eb141930"	86.04	79.14	80.86	76.7	112.4	121.94	70.69	75.37	92.84	96.55	78.16	80.32
"Zm00001eb141990"	10.875	11.555	17.19	21.2	8.615	7.24	17.68	17.3	21.995	22.855	20.915	20.32
"Zm00001eb142000"	6.7	6.02	17.54	17.55	11.46	4.85	1.79	2.43	24.57	26.38	7.75	10.67
"Zm00001eb142170"	2.36	2.7	46.96	45.64	4.33	4.03	17.16	12.26	60.17	59.43	21.62	21.39
"Zm00001eb142220"	165.99	162.8	215.02	210.98	310.54	260.04	136.77	132.61	332.86	339.09	283.53	291.48
"Zm00001eb142230"	263.96	295.04	13.81	13.23	93.16	70.57	158.59	162.28	29.37	32.56	123.15	132.47
"Zm00001eb142400"	6.17	5.38	132.23	132.09	12.17	10.98	22.76	21.83	155.42	164.98	128.61	126.54
"Zm00001eb142440"	7.5	5.64	514.22	508.13	11.36	10.2	8.79	9.13	306.16	308.94	30.41	29.47
"Zm00001eb142540"	154.64	152.83	47.52	46.29	66.59	70.05	176.23	179.24	102.63	103.68	86.83	87.98
"Zm00001eb142620"	0.87	0.35	44.43	45.81	6.87	5.11	1.45	1.81	39.68	37.52	22.47	23.29
"Zm00001eb142630"	8.76	10.69	105.85	107.1	89.8	84.44	10.75	16.95	180.49	197.26	100.64	94.3
"Zm00001eb142710"	62.6	60.96	32.19	35.8	125.71	120.27	122.62	113.15	42.57	40.59	156.79	157.87
"Zm00001eb142950"	31.24	29.26	20.29	24.15	25.99	30.11	32.96	33.16	30.67	29.43	39.36	40.22
"Zm00001eb142960"	9.84	10.4	12.22	9.99	10.7	8.84	7.94	8.79	17.11	16.23	9.06	10.83
"Zm00001eb142980"	19.97	16.97	10.76	9.66	16.03	14.56	24.46	24.83	10.23	11.56	14.49	13.51
"Zm00001eb143000"	226.64	218.22	49.41	55.21	156.17	141	187.78	196.48	60.92	68.79	51.42	54.28
"Zm00001eb143020"	29.14	31.87	48.17	46.47	42.15	43.21	42.74	42.68	31.71	32.32	46.74	49.09
"Zm00001eb143150"	50.77	53.69	144.63	141.63	29.13	25.73	37.7	39.47	75.73	68.11	19.68	21.34
"Zm00001eb143170"	60.93	55.57	53.79	48.74	61.78	58.73	91.77	90.78	70.91	61.84	70.52	71.97
"Zm00001eb143260"	16.16	16.17	34.24	30.99	17.05	23.96	15.99	16.75	29.96	27.77	19.16	18.85
"Zm00001eb143300"	43.74	42.24	255.69	242.74	44.33	47.35	77.67	70.06	194.17	185.39	66.25	71.55
"Zm00001eb143460"	88.84	94.47	109.41	112.2	90.99	103.49	107.24	108.13	440.84	430.05	229.98	236.71
"Zm00001eb143510"	63.68	60.38	54.24	46.38	84.89	94.57	51.85	46.95	81.69	87.71	70.67	73.43
"Zm00001eb143700"	7.91	7.68	48.65	49.1	10.29	10.55	9.2	6.83	124.27	118.74	9.77	8.84
"Zm00001eb143850"	51.5	48.39	45.81	45.36	59.9	68.88	63.08	58.68	52.39	50.92	79.18	81.55
"Zm00001eb144080"	36.28	42.22	32.82	32.65	42.33	39.39	78.64	74.43	24.58	25.3	91.21	91.33
"Zm00001eb144240"	156.38	169.85	63.7	68.28	301.35	288.06	120.98	113.06	123.04	118.43	124.2	121.75
"Zm00001eb144250"	23.12	23.49	190.68	175.5	14.35	14.55	20.45	14.73	64.5	65.86	8.96	9.14
"Zm00001eb144260"	43.4	43.98	62.83	60.09	11.1	13.26	25.49	24.32	59.58	56.79	41.7	39.26
"Zm00001eb144440"	1.94	1.66	92.47	95.31	5.44	8.74	0.51	1.73	113.65	113.21	13.73	11.11
"Zm00001eb144580"	13.07	12.9	15.29	15.35	18.4	15.04	15.66	13.89	6.44	8.8	22.38	21.36
"Zm00001eb144680"	23.75	21.94	80.66	85.87	52.97	45.41	19.63	21.34	135.51	141.31	42.76	39.89
"Zm00001eb144760"	423.2	415.53	141.16	141.95	333.57	375.47	409.2	409.62	129.99	132.36	137.81	146.99
"Zm00001eb144790"	7.95	7.12	208.98	207.34	10.01	11.45	13.54	12.5	60.69	68.43	12.16	13.32
"Zm00001eb144840"	13.91	13.73	50.06	49.88	14.42	12.45	11.81	12.74	33.03	33.12	10.47	12.52
"Zm00001eb144880"	13.52	7.72	37	35.68	9.21	12.87	8.94	10.52	16.83	15.8	4.6	5.72
"Zm00001eb144910"	28.58	27.17	38.35	39.57	49.06	47.21	30.3	35.26	73.64	73.42	32.18	33.96
"Zm00001eb145210"	28.54	21.05	35.7	27.22	26.89	34.54	25.71	25.87	34.44	36.87	66.23	79.33
"Zm00001eb145400"	23.02	22.1	17.12	17.81	23.61	23.62	26.6	27.6	32.01	25.19	30.54	34.34
"Zm00001eb145430"	11.69	7.24	33.9	30.46	11.62	9.4	9.66	12.5	46.14	50.91	60.02	54.01
"Zm00001eb145440"	27.07	27.31	30.9	23.98	37.06	47.47	33.89	46.49	33.69	36.92	32.95	31.3
"Zm00001eb145490"	11.84	13.54	24.48	24.73	13.97	16.02	16.58	18.99	26.79	29.24	10.95	10.55
"Zm00001eb145530"	7	6.65	110.86	97.54	9.82	11.41	6.81	11.7	62.88	61.38	8.99	7.39
"Zm00001eb145550"	10.52	9.52	47.46	40.52	16.77	16.47	17.96	19.11	56.63	53.81	52.4	55.49
"Zm00001eb145580"	3.39	3.18	89.91	91.17	14.05	11.63	20.13	19.06	282.93	284.15	214.51	210.78
"Zm00001eb145680"	10.15	11.64	240.14	249.43	16.81	14.47	5.93	7.79	74.85	80.61	5.52	5.3
"Zm00001eb145810"	24.04	24.99	11.45	11.09	66.46	61.68	48.67	51.12	20.68	21.03	98.48	90.93
"Zm00001eb146250"	32.36	32.88	20.78	22.88	29.36	29.52	36.49	38.82	25.94	27.14	26.69	24.74
"Zm00001eb146420"	22.02	24.68	30.92	30.14	28.91	33.16	30.24	32.24	29.65	26.93	38.32	37.11
"Zm00001eb146500"	11.41	10.82	9.53	7.99	26.22	35.47	23.8	23.4	37.84	40.22	33.67	37.61
"Zm00001eb146510"	4.2	5.12	1781.62	1757.71	13.56	13.27	8.71	12.77	1226.48	1209.63	13.69	11.21
"Zm00001eb146740"	97.09	89.07	33.61	31.4	51.65	40.84	58.7	66.72	49.3	56.14	42.55	43.7
"Zm00001eb146880"	61.66	59.2	48.1	46.82	49.66	58.71	49.24	45.76	24.95	22.88	47.9	50.55
"Zm00001eb147380"	67.41	59.98	30.81	26.77	48.74	46.66	92.51	85.75	37.57	37.18	87.43	91.92
"Zm00001eb147460"	7.33	10.21	27.97	32.08	22.36	23.38	13.25	9.71	31.61	33.23	23.16	20.11
"Zm00001eb147550"	14.83	13.9	121.36	131.72	80.91	72.2	20.05	20.52	134.05	141.01	60.44	56.76
"Zm00001eb147650"	1.82	1.81	28.17	27.63	5.22	3.58	3.38	3.78	19.65	20.1	13.79	13.37
"Zm00001eb147720"	59.17	59.96	25.61	25.19	69.86	71.91	93.87	91.7	40.68	40.13	106.11	94.46
"Zm00001eb147910"	25.61	21.01	24.25	22.27	5.59	3.66	11.38	9.84	3.07	4.07	5.94	4.97
"Zm00001eb147950"	1.44	1.21	11.67	12.6	36.68	31.91	9.39	10.22	19.91	26.79	149.78	146.77
"Zm00001eb148000"	52.53	48.79	109.92	105.59	23.74	26.94	42.57	42.73	315.8	318.2	27.82	33.69
"Zm00001eb148030"	20.42	17.02	104.81	112.57	24.86	25.17	24.56	31.71	76.18	76.44	51.16	47.62
"Zm00001eb148110"	10.29	10.34	16.2	16.94	20.02	21.52	13.91	13.59	66.5	67.44	45.94	46.4
"Zm00001eb148130"	28.79	28.47	32.3	37.47	33.58	25.79	82.5	81.55	70.51	65.73	144.03	144.22
"Zm00001eb148290"	23.9	26.54	13.48	15.88	18.55	18.91	32.85	30.97	12.81	12.91	20.96	20.24
"Zm00001eb148400"	42.25	34.48	110.38	114.02	30.9	29.04	43.82	37	144.48	146.36	28.91	27.23
"Zm00001eb148520"	11.55	13.04	26.09	24.09	18.86	18.57	11.69	13.03	45.63	44.79	17.55	22.95
"Zm00001eb148730"	277.69	274.25	5.82	6.55	43.15	33.67	49.88	78.48	22.11	21.53	15.27	12.74
"Zm00001eb148820"	39.42	40.18	35.99	32.7	30.88	35.78	40.41	44.15	55.69	51.98	46.09	46.17
"Zm00001eb148830"	285.04	276.81	144.36	141.64	175.07	195.97	190.22	194.86	130.19	130.14	66.89	64.05
"Zm00001eb148850"	25.91	25.77	15.47	17.39	28.23	30.44	21.61	24	31.6	33.75	33.04	31.8
"Zm00001eb148890"	60.72	61.06	26.18	26.1	57.72	56.31	45.49	45.98	37.2	33.93	61.54	63.93
"Zm00001eb148920"	22.76	23.99	119.19	118.48	24.12	20.11	26.38	31.5	66.46	63.59	38.87	40.63
"Zm00001eb148930"	18.78	18.84	41.58	41.97	25.47	25.21	24.6	22.84	37.88	42.49	24.4	26.8
"Zm00001eb149640"	84.18	87.25	73.98	79.01	80.04	87.52	53.45	39.14	50.25	53.42	35.26	36.8
"Zm00001eb149720"	9.03	10.97	12.77	13.45	26.57	29.4	20.43	21.88	74.5	78.17	48.12	46.23
"Zm00001eb149730"	86.17	88.83	42.5	44.66	123.29	137.02	96.14	92.14	99.09	99.3	36.3	33.76
"Zm00001eb149840"	14.03	12.29	54.67	66.02	8.32	9.37	7.82	6.49	61.21	61.17	6.5	5.98
"Zm00001eb149900"	19.21	19.94	8.96	10.47	15.79	17.07	17.55	15.57	10.6	11.75	69.81	71.75
"Zm00001eb149980"	37.03	33.06	54.56	50.03	76.03	88.45	47.2	51.99	37.66	40.32	58.48	54.89
"Zm00001eb150090"	9.14	8.22	19.17	18.91	11.04	7.62	16.82	15.2	31.68	33.4	64.22	61.17
"Zm00001eb150260"	5.38	5.15	14.34	15.06	5.48	7.94	7.62	6.69	27.98	29.69	17.35	12.87
"Zm00001eb150510"	3.85	3.57	205.52	197.71	6.91	6.91	6.39	8.87	95.48	98.75	41.79	44.2
"Zm00001eb150530"	9.54	13.75	120.02	112.99	15	10.97	6.9	8.97	37.06	37.31	9.82	12.07
"Zm00001eb150550"	31.61	31.85	97.52	103.18	56.03	44.89	62.28	62.1	187.84	183.49	23.45	22.9
"Zm00001eb150730"	25.83	22.64	47.45	49.19	68.13	65.57	43.19	43.47	50.28	52.13	56.09	56.55
"Zm00001eb150840"	88.15	78.66	30.61	25.3	48.54	40.43	140.5	150.46	51.49	46.59	63.03	66.75
"Zm00001eb150880"	6.69	6.36	15.41	11.43	6.28	4.4	11.22	8.62	30.43	28.87	21.98	17.89
"Zm00001eb150960"	36.6	34.46	50.08	55.73	44	56.41	27.96	25.55	63.77	58.3	30.42	34.74
