gene_id	treatment_1	treatment_2	treatment_3	control_1	control_2	control_3
Zm00001eb261690	24.23145412	14.33657466	20.90960517	24.8406964	20.33652428	15.18007319
Zm00001eb179280	6.613253827	5.531418274	10.98548026	50.96628991	33.19654268	28.8653964
Zm00001eb146760	14.90931059	18.80368794	21.93090253	25.36445885	23.19739194	20.48375951
Zm00001eb258460	21.33809589	24.10172883	16.36249305	23.32905749	22.06419084	18.32328784
Zm00001eb270630	19.92146689	10.47547243	34.46639421	5.903837767	6.148602836	8.22592038
Zm00001eb035630	21.78529401	25.50506481	27.71353351	24.96422202	24.77980581	29.85294744
Zm00001eb131470	43.41294086	34.99135186	39.91160321	14.21581557	18.92135236	23.16078814
Zm00001eb282310	18.03526457	20.64008865	15.34395763	17.69591584	20.38978362	23.82314203
Zm00001eb357140	18.22534826	21.87818116	18.18042682	25.60106081	22.38401899	23.6733065
Zm00001eb137550	17.2649318	14.17155107	18.40244411	20.63348687	22.69527092	21.33272463
Zm00001eb182900	24.92704577	27.4131648	29.68733416	17.7197669	16.87717054	19.51340746
Zm00001eb109300	9.769253065	11.87026934	10.70369803	13.06924999	18.94010882	13.36607633
Zm00001eb055850	12.80653592	13.71834598	14.19141154	28.58443433	20.46350321	21.80875642
Zm00001eb283870	6.384273096	8.115350715	6.040316866	3.934470806	4.371463845	6.139397757
Zm00001eb315460	27.39171157	24.02096731	23.87915659	8.708590388	10.48005961	14.74275676
Zm00001eb210960	33.82885389	15.54085499	32.99620294	11.67408155	14.89162106	21.08881902
Zm00001eb392160	16.04441787	19.09802249	25.90289729	13.36356718	15.15949401	19.48320919
Zm00001eb322570	17.38085044	19.82583798	24.06770138	14.4102893	15.74664237	19.35080104
Zm00001eb100110	17.70599518	16.53358688	19.85806562	20.17953775	16.35166849	19.97622815
Zm00001eb169590	9.008871818	13.75491541	16.03904363	15.32633968	13.93788803	14.99846198
Zm00001eb375560	12.6135061	18.49316238	17.67206107	34.17675746	26.05521947	27.3557107
Zm00001eb363330	14.4835623	11.02723615	27.97475183	2.83541088	8.521316498	11.98495871
#N/A	22.78511129	21.13815586	20.26880521	21.86146839	22.54826279	20.88215523
Zm00001eb070400	19.5482223	18.73889121	16.91183156	16.1215133	18.73544682	24.6310521
Zm00001eb036560	31.02580713	27.53729575	30.07921696	14.40498441	14.22394906	18.78177152
Zm00001eb063070	27.53953423	19.11904173	61.93014815	8.615464045	18.05545349	16.17946682
Zm00001eb205070	18.37432181	22.06912727	15.77155906	17.34877793	19.82127929	17.58623568
Zm00001eb160010	13.56410964	12.93321378	37.5651285	21.98055952	18.98681686	20.06441727
Zm00001eb021260	19.53435684	17.83378537	23.81144354	21.72134531	24.37123733	24.84309093
Zm00001eb244770	19.44828794	13.42556497	20.35447349	19.49925151	18.32664126	15.30033955
#N/A	27.88939265	33.67861124	20.58412075	15.28478759	15.61878502	22.97141998
Zm00001eb239890	19.09839976	20.84559309	18.05570994	20.56206673	22.244123	20.13454794
Zm00001eb357260	24.07066066	22.53379015	19.03234102	37.86664256	27.3050945	24.82513729
Zm00001eb257510	3.607549315	2.023498011	2.928153607	66.52013171	53.81639703	6.315481411
Zm00001eb340520	24.15972689	22.82286159	24.21099484	13.32996424	16.62943226	24.26328027
Zm00001eb214510	17.895652	18.73954802	18.05848675	13.82399976	12.96933358	17.05424486
Zm00001eb115110	15.6059621	10.42114524	16.60035932	8.78774975	5.352350759	9.009093212
Zm00001eb394950	11.0514709	12.2180501	16.16250054	15.38257462	15.2973192	16.87609384
#N/A	45.47835291	36.35368622	51.40953447	16.45471511	8.582834591	21.15434782
Zm00001eb405020	34.29865892	21.17207887	34.51038179	15.69831323	25.264091	18.95596432
Zm00001eb275090	28.74767633	32.64119921	32.65330769	19.50971663	31.51407876	34.22725939
Zm00001eb385150	14.058731	15.69076083	13.07442592	14.61001611	16.3847332	19.05612502
Zm00001eb421930	7.121047066	4.15076515	11.96449861	45.56097106	18.61933008	18.06131994
Zm00001eb231060	14.1365055	12.66684547	16.77261434	27.21211488	18.43117125	19.13526119
Zm00001eb365960	22.89506536	25.73020997	19.86150702	10.65916224	15.44992567	20.3427871
Zm00001eb033460	3.606402345	4.511426146	8.778509288	14.4869162	18.27674078	20.86854093
Zm00001eb356430	7.294282001	7.80170607	12.01484348	101.4071307	51.91657536	13.45779933
Zm00001eb059960	23.67553682	29.4595095	21.83272426	17.81163686	16.34420726	16.51014907
Zm00001eb103020	5.751861017	4.708958876	9.528118878	3.398462622	5.464988556	8.23989578
Zm00001eb351390	19.94448751	13.49684169	28.58360979	19.83738127	13.28839887	13.25687571
Zm00001eb302680	21.40789189	28.2201748	16.54687441	25.98232026	24.3047432	29.27565208
Zm00001eb327620	17.23159031	17.72722616	20.89851566	25.31474492	26.33655241	22.47198996
Zm00001eb203110	32.79730219	35.2968261	35.48373515	20.38734288	22.63465743	30.5849492
Zm00001eb235710	1.527972825	1.165522823	4.641547836	120.8646787	29.30573906	12.79646858
Zm00001eb356770	28.39366497	25.88264476	18.57604078	18.91516192	18.93645395	23.06405841
Zm00001eb301640	10.72092438	9.390389796	9.529493986	16.61250783	17.67608985	20.47053398
Zm00001eb154820	21.46718957	13.86289532	14.32318087	42.27080149	25.63426206	14.76746615
Zm00001eb072650	5.567267321	11.50136383	9.905470121	74.87797635	31.582032	11.93153226
Zm00001eb378470	23.84684058	16.86889512	30.39540494	38.37345008	26.73578853	31.12672429
Zm00001eb272770	28.26667132	23.24241512	34.16838702	20.45366358	21.03260361	18.47462579
Zm00001eb370620	29.24719262	30.75959356	29.53089221	14.11558292	24.21935568	23.76337827
Zm00001eb234080	20.26537085	19.91493481	19.6413891	23.07346205	20.69913068	20.65978353
Zm00001eb226370	11.54790204	20.28525267	7.921742577	5.482690233	5.07914848	6.985361885
#N/A	26.81147945	24.9312455	18.15507108	16.79228359	17.51249361	22.71080221
Zm00001eb142950	19.37536332	22.69224566	16.20971901	24.01489779	21.80407621	19.03514298
#N/A	25.40312992	30.49469181	27.62794678	12.73943514	15.75488153	15.07649966
Zm00001eb379140	26.44563636	20.66173221	34.35559286	16.12879609	17.45599047	24.89816884
Zm00001eb330440	22.19852528	20.10968646	12.78775059	14.75097689	23.69701598	29.11122046
Zm00001eb335220	25.64078075	21.306186	23.51902635	18.26852287	20.97201211	22.24419058
Zm00001eb221580	16.04505434	15.92268052	25.62659541	17.01865839	14.96426312	18.27377174
Zm00001eb249100	24.37972596	25.21701408	34.96416507	17.84132986	12.17052985	17.36294376
Zm00001eb177670	28.72043818	22.3338349	32.06035033	11.20556617	19.6702946	21.81746151
Zm00001eb354470	19.16349382	15.27788228	19.3149974	23.71280259	21.50837301	23.18693628
Zm00001eb398940	9.393981798	9.757547233	12.84529224	44.01069165	30.6827621	21.29714746
Zm00001eb028710	23.24631241	24.41792037	19.4730649	19.90519616	22.75072328	22.00458444
Zm00001eb098880	27.94560238	20.34584456	42.29555209	19.77517332	15.63662638	16.82840254
Zm00001eb213080	9.646034413	13.12441444	10.85602912	17.31022824	18.900031	22.51324496
Zm00001eb003480	11.60983481	17.3075606	17.08300505	26.03388468	18.00766381	15.67146989
Zm00001eb306900	20.76142682	17.84377071	18.56455412	19.3713892	19.63794226	21.14334369
Zm00001eb173660	22.23371069	28.24046756	24.16131664	29.73595836	26.66945633	29.5701853
Zm00001eb432770	20.9878345	22.58092719	17.7524299	19.92119823	18.56554455	21.7367745
Zm00001eb020660	18.93582666	17.42615618	24.61837329	24.76281928	18.10842319	15.66973063
Zm00001eb216080	11.39104637	9.775101918	16.11379695	44.68720274	30.31136076	21.27074819
#N/A	19.21644476	18.60245063	18.52278986	14.91187595	17.2607426	17.61277723
Zm00001eb365390	27.3916551	23.63530725	24.46861715	14.8661232	14.84538975	15.84737458
Zm00001eb097300	18.42090997	21.46030202	20.00214467	25.10757426	20.92892394	23.70991463
Zm00001eb394970	10.30044618	7.471241491	9.62641274	43.6149843	24.49591288	6.44070362
Zm00001eb330750	21.21165075	24.40254011	22.03169689	19.65986938	23.15762985	16.3683178
Zm00001eb095390	17.76649555	21.39806868	21.46609282	12.51908456	22.20040227	24.17157897
Zm00001eb116830	13.01913825	16.10953446	14.34691555	16.60385914	21.60955307	20.52069677
Zm00001eb328400	21.1768025	18.79108225	27.34588883	19.76365009	18.1500716	19.29649063
Zm00001eb220910	12.52421351	9.718061263	24.79484909	31.350022	20.88258198	16.36112947
Zm00001eb033410	27.29452939	24.45904795	25.30310049	13.76035902	17.75510069	20.34779861
Zm00001eb053230	60.35656067	33.24397012	42.7207821	15.29832994	12.41421055	15.7503479
Zm00001eb103630	16.16236809	19.72311013	13.69390334	20.82051986	26.33683636	23.9031469
Zm00001eb163260	14.98298128	13.64046926	13.33536519	16.96113533	19.26410319	20.69157534
Zm00001eb219270	4.833959992	12.5071656	5.720828877	20.78410605	13.36656158	16.49981463
Zm00001eb042420	35.65606993	31.04975504	27.28519234	18.96747226	25.08341417	23.7207601
Zm00001eb294570	18.48030235	26.00821787	19.05481203	23.67507072	25.80387731	27.66340997
Zm00001eb424630	14.40075255	14.11646525	26.80246985	25.62404663	23.6998565	21.10377563
Zm00001eb124560	11.84650536	16.51157332	14.49931134	15.70239874	22.44174488	19.61453452
Zm00001eb113030	18.84917344	14.89382334	21.32470716	46.09352659	23.51813546	18.95718316
Zm00001eb041840	44.4600687	44.54447365	27.93593101	4.778009991	9.323751557	15.91900944
Zm00001eb374380	23.58097651	23.04627904	20.57601698	26.71418867	21.68838591	24.46360471
Zm00001eb322210	14.11471809	6.576359545	21.96622508	42.32238082	25.01751059	17.92305813
#N/A	45.03558421	21.22222807	37.05944408	30.97157392	26.79250823	36.61603687
Zm00001eb130620	12.7649935	16.9868542	14.02763942	25.85575071	21.31064047	16.72813867
Zm00001eb369110	38.20127925	29.26876833	31.04491422	40.01466257	23.59844335	23.92117414
Zm00001eb116850	9.527941266	10.86012186	11.12118876	11.69852703	15.29554978	14.08288358
Zm00001eb164310	20.34905906	15.12614699	29.96460007	17.96554958	15.17608249	18.75192831
Zm00001eb193270	1.288187857	2.395129375	4.779632176	135.4610022	47.32567409	14.52600184
Zm00001eb377790	15.16434734	18.82564534	17.76792237	15.0033131	20.68682311	23.71470005
Zm00001eb103260	14.50692564	14.27851921	16.5088779	20.4429872	15.66271539	18.36096955
Zm00001eb300010	13.72947203	21.20264904	14.05238317	37.49292758	25.23999254	19.68908829
Zm00001eb400620	0	0	0	0	0	0
Zm00001eb013870	19.36995959	27.07156793	18.24075951	19.33948454	23.65024556	21.54332949
Zm00001eb003200	16.77994596	14.85484821	32.17238835	8.688179817	13.22224189	12.04494319
Zm00001eb012480	15.61927776	12.11406063	20.84919498	19.86726817	20.31669517	24.39504588
Zm00001eb292320	25.29187947	29.45384808	23.042441	8.837769331	13.13779745	12.52093168
Zm00001eb094910	16.80141312	10.87821301	22.75095193	30.36214152	30.57458431	19.52497044
Zm00001eb349820	22.67446067	22.58416025	23.89159274	19.70080739	18.46353644	19.74993297
Zm00001eb314510	26.16500822	14.70965521	52.48256754	31.00737863	22.70194807	24.16406792
Zm00001eb252240	21.40273829	16.96202685	19.0661891	16.51831773	14.79409407	18.40900645
Zm00001eb171260	34.86291832	25.17786871	26.61222477	11.53318047	12.6438913	10.60146812
Zm00001eb071480	14.45730108	17.69506043	17.63150445	26.52763602	20.51897676	21.42017297
Zm00001eb151110	15.58006619	17.85639485	18.31627465	16.3416559	22.62529473	20.75833159
Zm00001eb007090	23.16393815	20.34092576	18.03376527	15.01887697	17.9183285	14.99422121
Zm00001eb411000	11.47141977	6.729564349	16.4025202	35.06114532	20.40491936	10.50073855
Zm00001eb191080	12.58805441	13.74064079	17.28827785	16.40237782	17.65467323	20.23323098
Zm00001eb425930	6.515470152	8.501656476	19.62560096	29.74751072	43.01267463	36.31145501
Zm00001eb398530	18.75318864	20.52233078	18.83113807	18.6326871	20.88821483	19.23102822
Zm00001eb016560	32.11122529	31.83516565	24.52226838	15.6731731	18.27118523	22.18314668
Zm00001eb012850	24.68774732	21.24844777	29.61376007	10.90295056	16.73850834	22.15197334
Zm00001eb068370	10.87127928	9.478934041	19.59264206	18.64190163	17.26637154	11.62136244
Zm00001eb393140	23.33954831	23.59097358	21.59094437	17.70616872	19.81151802	23.32355882
Zm00001eb148770	16.70284864	23.40511821	17.34101121	15.51345042	21.16071636	25.4098309
Zm00001eb282710	10.16374055	17.73239807	7.924578391	18.80507348	21.07627517	14.63665698
Zm00001eb398660	15.72906182	16.58095855	15.29562667	11.81616348	13.16742826	16.20600589
#N/A	25.6589728	24.09277553	19.15458844	12.49308234	24.01972735	24.74077922
Zm00001eb205710	14.08797602	19.25709634	17.81162956	19.34388861	23.05944959	21.51405944
Zm00001eb119150	19.52198991	24.15959613	19.51575663	24.23629862	23.08884367	19.93049805
Zm00001eb379800	16.6132318	16.28729848	15.36171494	16.4815471	23.74311037	20.26733456
Zm00001eb334840	16.60899165	16.16621751	20.04708223	23.84345342	22.34719304	21.79401422
Zm00001eb082840	11.86911819	11.08737799	24.86313394	20.69787198	30.91485918	31.1920345
Zm00001eb118030	15.75999198	15.79843436	14.39895355	20.06633662	19.57599736	20.31440522
Zm00001eb159730	14.84424063	13.2391962	12.86302153	35.9237524	21.8723401	20.52037093
Zm00001eb030870	25.14565496	26.26613982	22.02593421	26.38547752	19.0517865	21.85395367
Zm00001eb199800	14.41779486	12.53109449	17.41298446	23.20234027	23.42830893	23.82743827
Zm00001eb056110	34.18558906	23.94086503	67.83248921	22.15309475	19.00008507	32.64864366
Zm00001eb418170	18.26872539	24.28847561	16.7699917	20.41299759	19.56187875	22.31930071
Zm00001eb349270	27.9650542	13.64429412	36.05398715	13.02733064	11.67253412	17.23532093
Zm00001eb125630	9.01838983	8.164008425	9.345171085	18.73586205	11.34297945	11.67146689
Zm00001eb274630	15.37468057	10.4349493	33.89976491	35.11217416	15.51793533	22.02374828
Zm00001eb075060	22.77946162	23.34012055	19.09712492	15.32972715	17.95852817	20.54243328
Zm00001eb327200	35.33802008	23.42546736	18.0589331	24.2396827	20.47408532	14.88084942
Zm00001eb242440	12.63811055	10.2330242	22.86873636	14.11167654	12.84371951	18.37342177
Zm00001eb143260	8.830452465	13.33229295	20.30414695	9.743304145	12.16017176	12.47148944
Zm00001eb082300	35.04998414	22.08675849	24.25749435	16.4733859	16.54957208	19.02816141
Zm00001eb257650	28.16168664	29.6555152	23.26468477	19.62888627	23.33815431	26.36586739
#N/A	4.358868213	17.45573716	13.6193191	16.86483889	19.42837074	10.9945121
#N/A	16.77807475	16.07861265	24.09530789	14.88481265	20.36899893	17.55175292
Zm00001eb170870	22.48768981	24.01280734	26.22938898	9.849430834	18.01789135	15.30889432
Zm00001eb065570	17.68377509	17.94293079	11.07668253	25.61141676	19.89658423	22.47544336
Zm00001eb296460	7.046797738	11.28412274	10.31095644	18.19818962	15.82063963	13.35703559
#N/A	22.65653478	14.13996919	6.435502432	10.24598532	22.2556095	14.66882545
Zm00001eb068100	17.42205682	23.66344952	18.9262006	20.85358129	19.49523578	20.08046624
Zm00001eb013640	11.28531059	10.90949654	19.51571365	22.88406322	18.56672406	16.34081617
Zm00001eb209740	24.39988589	21.77498953	29.23156757	8.208056123	14.14522485	14.80650214
#N/A	20.26077524	25.76923934	17.60245012	16.86155473	21.71302284	22.4797184
Zm00001eb205590	13.26044806	18.81962566	11.05527382	15.01118167	20.73480952	19.44783565
Zm00001eb406400	24.57680749	22.27465623	22.76347111	7.745666994	12.17393185	19.70539222
Zm00001eb015060	15.39436016	17.17365245	16.60848726	22.42695913	22.34267345	20.89505731
Zm00001eb146790	17.38493525	22.53344124	17.82354369	6.305983238	8.511964272	18.2173348
Zm00001eb281480	30.93477703	25.24291974	26.04253309	14.43995699	16.41215936	21.45444501
Zm00001eb129920	21.16013104	20.03678359	15.49570339	14.14078931	15.15249618	17.61954357
#N/A	37.42711132	28.85708874	43.98628415	15.5623806	16.33631438	17.27722503
Zm00001eb198450	25.96451368	30.42609474	22.92732777	25.00001164	19.14547042	21.06511562
Zm00001eb294030	13.24243115	15.01935092	11.28438643	14.30618762	18.3864432	18.79624447
Zm00001eb340570	18.39346131	11.77304521	15.0922823	21.75800878	20.64585911	23.34676353
Zm00001eb367500	33.35744979	28.52142768	28.05437867	31.14473968	23.6231326	26.86649158
Zm00001eb414080	18.86808754	18.65768935	26.35338246	24.03480468	16.91092488	21.58028705
Zm00001eb257060	18.35541204	20.30005658	20.52927803	21.15911781	16.86391275	16.64646659
Zm00001eb137900	11.87785604	24.00708196	12.32525941	14.02929149	21.83744603	27.28735832
Zm00001eb179340	16.80503445	15.7543903	25.87046707	16.17028377	17.0318043	18.49123209
Zm00001eb385840	43.15990904	25.27879078	42.17444581	10.457105	14.53406236	13.72763321
Zm00001eb138370	18.38612125	12.20357897	16.03512689	13.41844596	16.25030421	14.35507558
Zm00001eb301520	29.08853348	23.51493415	25.43858143	23.4529206	19.7128085	20.30367032
Zm00001eb286290	9.020759349	6.355319635	10.89575874	13.48070519	9.476486132	10.01345624
Zm00001eb027670	15.7639007	13.77583225	24.74018672	14.26874679	11.42725089	15.64292714
Zm00001eb199230	9.442710366	11.80323113	6.693932934	9.759259773	12.26477611	11.53457461
Zm00001eb434190	6.18507741	7.927892083	14.95266409	59.06920389	30.32814856	8.991089286
Zm00001eb050070	24.6774796	13.47354126	20.30890236	35.4529174	11.45425524	9.880125818
Zm00001eb319630	27.18016982	25.31653398	24.75866251	12.99544668	15.9708294	16.18646736
Zm00001eb352720	15.52537429	27.55912583	18.55768693	11.8338735	25.62015367	30.37326313
Zm00001eb217350	31.73873618	35.16296802	26.51717396	15.61837485	21.98348851	21.18830343
Zm00001eb379480	24.05027637	19.69751754	26.00963276	16.14177819	16.3110876	17.65760818
Zm00001eb166460	22.97064933	21.31781139	21.03044308	20.12124607	18.18215958	14.51677238
Zm00001eb225020	23.76185526	19.90504838	23.76237443	21.31780983	19.22263835	20.1267545
Zm00001eb346110	16.83642732	16.77831799	18.04528069	21.66204669	22.32125008	25.38353489
Zm00001eb035260	19.36362517	17.71834182	23.23135567	21.58297834	18.32213377	17.71436499
Zm00001eb299370	14.73037578	16.99957678	20.68157273	104.5458414	8.953133152	14.24396618
#N/A	15.47663596	8.813268469	31.75509048	27.73264889	26.35612934	19.80961246
Zm00001eb200610	20.47272565	12.39577337	42.1534499	32.52923464	18.96756324	21.94798837
Zm00001eb026120	18.33592682	19.34898112	17.31264004	26.91240652	21.25203486	21.93699628
Zm00001eb086780	16.27414489	18.03077323	20.14574905	15.78002591	19.26346093	23.86519324
Zm00001eb255570	21.96881556	18.64137814	30.62273793	15.0506704	13.18430145	17.49434223
Zm00001eb033120	13.86567739	8.32907563	24.84725645	14.065565	15.00437746	9.729746388
Zm00001eb319730	17.21736667	15.45558121	22.41491745	14.27474654	18.26364459	12.41984291
Zm00001eb397730	10.0109195	13.45163998	16.32958194	16.01867728	30.3380018	25.26334294
Zm00001eb415660	19.7725278	16.58857769	24.79934335	18.56206555	18.03351828	16.27144183
Zm00001eb316960	17.28748104	22.02045099	16.78405572	34.92437403	19.50096159	13.96789756
Zm00001eb404270	14.30354532	20.19878157	17.66728339	20.63935045	20.33110311	18.10860817
Zm00001eb131160	14.55129296	13.63263233	19.78693543	21.58297834	18.82453637	16.45998412
Zm00001eb211450	18.34886028	17.76290729	13.77013984	15.46430875	21.01453516	21.80222424
Zm00001eb102600	17.53275054	17.33673692	27.4775098	18.04115626	16.5886719	15.64787901
Zm00001eb296060	13.1646767	17.28098785	11.90325432	43.16041904	19.71348785	19.26518289
Zm00001eb010320	33.80761433	23.34999099	30.00771816	21.18377958	18.32455668	17.29982599
Zm00001eb113190	6.19877342	2.659704823	9.811480753	21.81965852	6.962383669	5.227923432
#N/A	21.05150364	21.64236875	19.72046737	10.23886412	11.40159144	15.95749625
Zm00001eb184150	19.55427355	18.5204639	23.47727486	11.72886427	14.20343023	16.76315737
Zm00001eb213610	17.28887089	14.51489262	13.45605054	26.13243732	21.04166717	19.8362526
Zm00001eb432360	12.05609011	13.10760499	15.32312599	11.39327132	11.21924746	11.68778349
Zm00001eb088350	24.95369252	14.77176002	29.81841259	16.58188782	11.59155519	13.45005783
Zm00001eb037440	19.68233172	12.96548918	22.0089977	4.875213932	12.44277671	9.378940197
Zm00001eb070320	15.90674913	17.87134995	15.49406433	17.16045395	23.24493734	20.18900845
Zm00001eb119260	10.66869587	10.14319862	6.744825568	17.88152407	17.41624478	13.52901807
Zm00001eb256880	16.80914679	16.41120513	19.94783585	12.91104196	14.1931372	16.56418175
Zm00001eb205820	19.72961402	21.54271386	13.83705864	21.81016759	23.15238335	23.89080139
Zm00001eb117130	41.64068904	27.40028384	44.306596	11.38354926	19.56987402	19.00731492
Zm00001eb373980	18.96259188	19.68594915	17.95944926	17.62649384	14.97825728	22.37592994
Zm00001eb156010	20.95386186	19.42478268	25.11454824	12.63102302	15.9294525	12.27902931
Zm00001eb399240	20.59387767	24.86737006	19.55724116	22.3918395	20.66592311	18.19579954
Zm00001eb005950	34.66029333	29.06516464	26.75186208	16.17193306	19.0026524	21.46994529
Zm00001eb204320	11.75562836	10.47930739	16.56437259	25.75253669	16.46653379	17.27671579
Zm00001eb293530	26.4335644	22.28497884	18.65193736	20.67911193	15.65514449	19.1130107
Zm00001eb233770	14.08491648	14.71128108	14.33361905	22.68261061	19.35563614	15.9838338
Zm00001eb398420	21.14758473	24.64660009	16.69674694	18.26523281	18.69196013	17.65964857
Zm00001eb386050	16.45752165	17.76744675	18.36643754	19.32043357	16.75640367	18.90459094
Zm00001eb345230	14.12276635	13.31892346	17.47148451	10.40143535	14.58234012	14.48718337
Zm00001eb029580	23.73592663	20.98909324	17.72269206	17.39701396	18.84504712	18.47375833
Zm00001eb124800	0.151276298	0	0	0.062710833	0.183891689	0.942699941
Zm00001eb078960	29.0758863	22.54539532	28.43687637	14.61001611	15.70875104	16.329255
Zm00001eb220140	20.87426462	33.30786242	17.99614725	19.23919056	18.38385998	26.21629066
Zm00001eb058980	5.718244062	7.936090995	9.346931004	9.540408054	7.265764944	7.227366214
Zm00001eb355270	9.831423566	5.987355821	11.02392855	14.81227752	19.87565261	8.658164601
Zm00001eb186980	21.43286706	14.69306322	26.89120659	15.15213174	16.33592017	14.21562195
Zm00001eb404280	17.32558542	12.20370956	16.8767348	15.53785186	14.00367347	13.65588866
Zm00001eb247430	28.57678358	12.64516786	45.70873728	6.285104532	14.94440663	16.41660218
Zm00001eb370790	16.9911002	18.73981948	23.23724217	24.96427954	25.10131115	22.68910223
Zm00001eb385280	12.95162884	18.18100205	13.45392359	31.86160466	26.09904033	21.06374348
Zm00001eb284450	19.43268003	20.01113031	18.80285928	22.20953437	20.55740973	15.62548798
Zm00001eb037480	19.6390539	18.22775864	34.41206161	28.38376867	15.53084354	17.27208923
Zm00001eb007250	25.7655606	21.76730424	29.98429293	29.21471949	15.49324256	23.6715726
Zm00001eb329850	10.61702541	10.42495414	18.65980239	23.78359574	11.25144703	11.36015043
Zm00001eb326900	5.999970392	5.049154633	14.46841698	52.95451936	31.96623937	17.16134428
Zm00001eb375730	15.20276369	12.36697417	19.8138394	23.41321491	16.20208372	16.09251646
Zm00001eb139900	12.64874027	10.94835549	16.80929546	14.61816447	13.04615637	14.47759077
Zm00001eb143360	15.26766397	16.05367807	17.43232212	18.15147796	13.43032774	18.23806061
Zm00001eb147170	12.32732236	12.9827744	10.6687211	15.56297272	18.29999927	24.26797108
Zm00001eb043760	27.23361251	17.18399034	35.47570716	28.29030392	19.21400954	21.96249144
#N/A	18.19256873	16.17665297	17.59977383	32.10157928	24.49129633	25.46553998
Zm00001eb329030	22.62605657	29.12445465	26.68177352	14.94671678	9.049791212	13.7748725
Zm00001eb105810	27.57027168	23.58655323	19.64488841	15.63615568	18.67625978	21.47601263
Zm00001eb191290	20.8101737	19.03078876	15.24852549	21.12910811	20.32560061	19.61814113
Zm00001eb124450	18.12269087	20.85128405	17.78532098	24.0931834	19.05989929	16.8784655
Zm00001eb389180	26.36317403	18.28456035	34.62725002	16.91706279	18.77951057	16.87868825
Zm00001eb314500	37.98906305	30.24279861	27.60144793	13.20067707	16.63822401	18.6917308
Zm00001eb022750	12.31300729	10.82716822	15.85192646	30.75180564	23.15991286	16.23921066
#N/A	37.8247763	37.13199212	37.59349153	19.64584884	22.60228846	22.0773886
#N/A	8.072071706	16.6184917	5.513614844	13.86512537	18.97948321	21.71923862
Zm00001eb321030	30.00191735	7.720669256	101.6370013	9.628757292	5.80969726	5.807637387
Zm00001eb004370	23.65771724	26.92051783	17.02097757	14.32481096	19.24083185	22.05933826
Zm00001eb265340	12.1960252	10.05027291	11.86531588	7.73884382	9.277091628	10.26938385
Zm00001eb433230	8.854536056	11.74301786	16.17884674	12.26957025	10.08615841	10.69389844
Zm00001eb309390	26.26043277	21.27359625	23.99676686	15.89984544	17.8428696	20.70108576
Zm00001eb384030	0	0	0	0	0	0
Zm00001eb071280	22.57041024	24.81075711	24.72576516	17.33526452	15.71013215	20.26554155
Zm00001eb187800	24.82714893	24.46580004	26.79878574	7.954599879	13.96604287	17.28489055
Zm00001eb194410	15.06887252	17.63343848	15.53503577	26.12267136	22.95665249	25.0003729
Zm00001eb012070	13.93198919	14.23505358	16.26046254	20.71965921	22.7127909	18.12151483
Zm00001eb367170	17.11329564	18.72606669	17.36380943	19.56856703	18.39366992	21.84468023
Zm00001eb212900	21.06128857	22.64243433	15.18179189	21.13373988	23.97932828	20.76285956
Zm00001eb167080	16.77178947	19.365862	14.19835551	11.39362848	18.60877061	23.72516724
Zm00001eb038230	20.39856896	19.55545721	23.33270959	16.5102606	17.65367007	19.97854997
Zm00001eb032760	17.43547285	17.88733506	22.39330352	40.44781416	20.83228564	23.73023653
Zm00001eb285660	10.22708737	17.38449784	15.77729824	38.27492495	32.46861642	26.46877804
Zm00001eb356760	15.4235048	15.42682197	14.20194392	14.02952402	12.36126278	17.64056162
Zm00001eb147780	20.25702726	15.29393363	23.05571636	8.527908516	11.1813492	14.59785354
Zm00001eb356050	16.28131936	18.05371066	15.62907733	18.52002506	15.43982909	16.08768506
Zm00001eb082230	22.38902728	22.03973452	14.3921759	10.18392544	15.97222842	17.29715388
Zm00001eb117430	15.90674913	13.36239739	20.37806287	20.93416488	17.80256754	16.84786973
Zm00001eb090170	22.59505164	21.26711162	20.74529033	17.83135616	16.87717054	18.07148211
Zm00001eb075780	18.9170343	21.58393181	18.33823287	13.18715581	20.55508754	21.97585239
Zm00001eb099120	17.55250861	16.01048247	14.30998447	34.85502593	19.09872344	17.70201579
Zm00001eb347000	18.83445187	25.01118282	18.01117626	21.76699887	23.65065129	22.55934926
Zm00001eb351350	32.10093015	35.47761189	25.54744648	24.11744428	19.25541212	18.53976551
Zm00001eb394590	17.22906405	16.47748422	11.14710287	20.92166146	19.41579786	18.2299087
Zm00001eb066060	2.246463287	0.145492673	6.505904384	27.97294561	27.85763631	10.7918038
Zm00001eb034850	20.65359043	23.0407487	22.38464534	20.69111973	29.43043788	24.97505601
#N/A	13.74285015	22.95153065	12.01484348	32.42924665	34.01135383	28.70369786
Zm00001eb120100	12.63904775	8.011294805	19.68930873	8.573652087	16.17880486	7.415906202
Zm00001eb407550	30.43527838	20.90947944	22.20516485	29.67351194	22.61540852	16.79173047
Zm00001eb159890	24.44092364	22.58419285	23.34443104	26.11668536	23.53843589	19.60177093
Zm00001eb410280	20.77324599	19.53694176	20.95928589	20.18035658	20.70322935	26.29190927
Zm00001eb002530	33.97207834	28.59962308	24.28006621	23.65303091	19.17303325	24.50479514
Zm00001eb280970	24.58860341	23.99548856	11.93458246	11.67228985	12.4607147	12.30208739
Zm00001eb201930	22.95961631	27.63312739	7.500855733	19.71400549	29.06045929	24.08169849
